path,size_mb,rows,cols_declared,cols_recovered,overall_missing_pct,integrity,confidence
common-data/SingCLoud/NonFreeText_Files/VW_OP_BILLING_F/VW_OP_BILLING_F_Export_14-08-2024_P25.csv,2033.11,7045239,31,31,24.16,ok,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_OP_BILLING_F/VW_OP_BILLING_F_Export_14-08-2024_P26.csv,1973.86,6836849,31,31,24.09,ok,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_OP_BILLING_F/VW_OP_BILLING_F_Export_14-08-2024_P27.csv,1918.58,6642933,31,32,23.91,over,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_OP_BILLING_F/VW_OP_BILLING_F_Export_14-08-2024_P28.csv,1844.77,6387893,31,32,23.97,over,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_OP_BILLING_F/VW_OP_BILLING_F_Export_14-08-2024_P29.csv,1872.11,6513748,31,30,25.62,short,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_OP_BILLING_F/VW_OP_BILLING_F_Export_14-08-2024_P3.csv,2333.76,8333018,31,31,34.33,ok,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_OP_BILLING_F/VW_OP_BILLING_F_Export_14-08-2024_P4.csv,1014.32,3618678,31,30,33.99,short,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_OP_BILLING_F/VW_OP_BILLING_F_Export_14-08-2024_P5.csv,1289.32,4595055,31,32,33.74,over,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_OP_BILLING_F/VW_OP_BILLING_F_Export_14-08-2024_P7.csv,1151.99,4061671,31,31,28.71,ok,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_OP_BILLING_F/VW_OP_BILLING_F_Export_14-08-2024_P8.csv,1188.84,4166289,31,31,26.93,ok,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_OP_BILLING_F/VW_OP_BILLING_F_Export_14-08-2024_P9.csv,1177.62,4120140,31,31,26.66,ok,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_OP_BILLING_F/VW_OP_BILLING_F_Export_14-08-2624_P16.csv,1697.11,5899340,31,31,24.88,ok,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_PATIENT_DEATH_IND_D_Export_06-08-2024.csv,216.72,1050317,14,14,22.68,ok,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_PATIENT_DOB_D_Export_22-07-2024.csv,163.67,849164,12,12,9.01,ok,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_PATIENT_GENDER_D_Export_06-08-2024.csv,154.39,849308,11,11,6.47,ok,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_PATIENT_LANGUAGE_D_Export_06-08-2024.csv,154.28,849308,11,11,11.02,ok,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_PATIENT_MARITAL_STATUS_D_Export_11-09-2024.csv,153.34,849012,11,11,13.51,ok,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_PATIENT_NATIONALITY_D_Export_06-08-2024.csv,161.3,849308,11,11,7.54,ok,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_PATIENT_RACE_D_Export_06-08-2024.csv,154.2,849308,11,3,10.6,short,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_PATIENT_RELIGION_D_Export_06-08-2024.csv,152.35,849308,11,12,16.07,over,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_PATIENT_RESIDENTIAL_STATUS_D_Export_06-08-2024.csv,153.9,849308,11,11,12.27,ok,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_PATIENT_TYPE_D_Export_22-07-2024.csv,0.0,4,6,6,0.0,ok,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_REFERRAL_FACILITY_D_Export_22-07-2024.csv,0.17,2683,5,5,0.71,ok,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_SCDB_EPS_DIM_F_Export_22-07-2024.csv,23.81,51379,41,39,72.43,short,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_SCDB_EPS_F_Export_22-07-2024.csv,4.02,6220,96,98,34.43,over,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_SCDB_HF_DIM_F_Export_22-07-2024.csv,152.29,655784,13,13,12.05,ok,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_SCDB_ICD_DIM_F_Export_22-07-2024.csv,12.84,24450,41,41,69.5,ok,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_SCDB_INTERVENTION_BEFORE_T2_F_Export_22-07-2024.csv,210.54,62348,779,1577,97.29,over,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_SCDB_SURGERY_BEFORE_F_Export_22-07-2024.csv,9.7,5937,367,355,62.36,short,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_SCDB_SURGERY_DIM_F_Export_22-07-2024.csv,54.65,189067,23,23,42.18,ok,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_SCDB_ZLMAUDITEPS_DIM_F_Export_22-07-2024.csv,3.03,10810,18,19,50.73,over,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_SCDB_ZLMAUDITEPS_F_Export_22-07-2024.csv,0.92,2942,23,22,4.36,short,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_SCDB_ZLMAUDITICD_F_Export_22-07-2024.csv,1.1,1716,94,100,46.8,over,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_SERVICE_CODE_D_Export_22-07-2024.csv,252.15,2142754,15,15,40.68,ok,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_SERVICE_SPECIALITY_D_Export_22-07-2024.csv,2.4,25088,6,6,0.01,ok,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_SINGCLOUD_DIAGNOSIS_CODE_D_Export_22-07-2024.csv,0.04,859,2,2,0.0,ok,two-pass
common-data/SingCLoud/NonFreeText_Files/VW_SKH_CVIS_MIBI_D_Export_22-07-2024.csv,4.6,4846,175,173,25.57,short,two-pass
common-data/SingCLoud/NonFreeText_Flles/VW_TP_BILLING_F_Export_05-08-2024_P5.csv,1023.58,3157211,37,37,18.99,ok,two-pass
common-data/SingCLoud/PriorityTables-B1/VW_NUHS_HFSI_F_Export_22-07-2024.csv,78.24,32480,572,529,64.08,short,two-pass
common-data/SingCLoud/PriorityTables-B1/VW_SCDB_HF_F_Export_22-07-2024.csv,57.11,48629,174,176,24.44,over,two-pass
common-data/SingCLoud/Updated_HFSI/VW_NUHS_HFSI_F_Export_30-10-2024.csv,111.97,47801,575,474,68.49,short,two-pass
,1406.55,4297867,30,30,32.44,ok,two-pass
,1943.75,6036342,37,37,19.0,ok,two-pass
